Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
xgb_90_50_10,-0.42479023243060077,0.6121,-146.55927622378576,0.7031,Weak model,True,90,50,10
xgb_75_50_50,-0.15442150741173144,0.8643,15.526549953900272,0.9685,Weak model,True,75,50,50
bb_pure_3_10,-0.5605603976562942,0.4642,19.00062533121433,0.9354,Weak model,False,,3,10
xgb_90_5_5,-0.9230679060602172,0.2429,-154.59355415323836,0.666,Weak model,True,90,5,5
xgb_90_5_10,-0.7659237394577186,0.3395,657.7824592009418,0.0925,Weak model,True,90,5,10
xgb_90_8_5,-0.7558677182529424,0.3444,-297.5026833257351,0.3862,Weak model,True,90,8,5
xgb_90_8_10,-0.6587371812846688,0.4207,302.9098584971282,0.4022,Weak model,True,90,8,10
xgb_90_8_20,-0.38635129712824046,0.6504,585.5244948256731,0.1561,Weak model,True,90,8,20
xgb_90_8_50,-0.4335352581805123,0.612,516.1838425849628,0.1841,Weak model,True,90,8,50
xgb_90_50_20,-0.17924312063133563,0.835,47.511674240159294,0.9097,Weak model,True,90,50,20
xgb_75_50_10,-0.2417577213182276,0.7742,-407.7278816267775,0.3166,Weak model,True,75,50,10
xgb_90_50_50,-0.22649158263890234,0.7952,-21.866124877605756,0.9567,Weak model,True,90,50,50
xgb_nogarch_3_5,-1.0513013793679142,0.1813,578.8905863344607,0.17,Weak model,False,,3,5
xgb_nogarch_5_5,-1.1042059651900664,0.165,218.7174979201658,0.5647,Weak model,False,,5,5
xgb_nogarch_8_5,-0.9725807981697364,0.2254,20.791529180597067,0.9514,Weak model,False,,8,5
xgb_nogarch_8_10,-0.7926618886074235,0.3257,579.3607394816099,0.1247,Weak model,False,,8,10
xgb_nogarch_50_5,-0.901140562977784,0.2656,-365.50362762801666,0.3012,Weak model,False,,50,5
xgb_nogarch_50_10,-0.7224412537688165,0.3753,219.5330152034038,0.5692,Weak model,False,,50,10
xgb_nogarch_50_20,-0.43824421745439757,0.6,463.97512831441134,0.2905,Weak model,False,,50,20
xgb_75_50_20,-0.04295061059729455,0.9626,-144.2941075687305,0.7368,Weak model,True,75,50,20
xgb_75_8_20,-0.2903983807479653,0.7329,660.8967620653204,0.101,Weak model,True,75,8,20
rf_90_50_5,-0.7237213724087311,0.3844,92.35075039534614,0.7097,Weak model,True,90,50,5
xgb_50_8_20,-0.2983156858663093,0.7144,351.8588095088967,0.217,Weak model,True,50,8,20
rf_90_50_10,-0.4936422146538305,0.558,221.56684063347114,0.3841,Weak model,True,90,50,10
rf_nogarch_50_5,-0.8188774455598096,0.3299,-132.0795176917867,0.6238,Weak model,False,,50,5
rf_nogarch_50_10,-0.6280452821464954,0.4614,114.04912905151093,0.6654,Weak model,False,,50,10
rf_nogarch_50_20,-0.35560102839855356,0.6883,476.0676381209912,0.0881,Weak model,False,,50,20
xgb_50_3_5,-0.9120647365797196,0.2172,597.2982570563781,0.05,Weak model,True,50,3,5
xgb_50_5_5,-1.0030738975135514,0.1722,462.50717681735375,0.1034,Weak model,True,50,5,5
xgb_50_8_5,-0.5059481619055625,0.5043,-10.610687898195856,0.9687,Weak model,True,50,8,5
xgb_50_8_10,-0.4967594286887499,0.5257,190.01638461640846,0.4997,Weak model,True,50,8,10
xgb_50_8_50,-0.3349944068160562,0.6894,379.29752985593893,0.1656,Weak model,True,50,8,50
xgb_75_8_10,-0.44326298848709633,0.5841,320.2236593420849,0.4029,Weak model,True,75,8,10
xgb_50_50_5,-0.38503042703222745,0.6301,-493.801882205542,0.1237,Weak model,True,50,50,5
xgb_50_50_10,-0.02817767490644918,0.9738,-394.8848331503374,0.2705,Weak model,True,50,50,10
xgb_50_50_20,0.21639366115602454,0.7947,-193.80528346095207,0.6175,Weak model,True,50,50,20
xgb_50_50_50,0.15081692784247658,0.8576,-137.3448266242163,0.6934,Weak model,True,50,50,50
