Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
mlp_90_3_20,-0.5378097192913338,0.129,30.893143441242746,0.5418,Weak model,True,90,3,20
mlp_90_3_10,-0.5216443983841822,0.1373,27.66935651534579,0.589,Weak model,True,90,3,10
mlp_90_3_5,-0.6198101063417526,0.0731,2.939594358256338,0.9531,Weak model,True,90,3,5
mlp_75_50_50,-0.43128995809940673,0.2327,-24.331742811667677,0.5995,Weak model,True,75,50,50
mlp_75_50_20,-0.43128995809940673,0.2327,-24.331742811667677,0.5995,Weak model,True,75,50,20
mlp_75_50_10,-0.3832941377633986,0.2835,-44.235871450360705,0.3638,Weak model,True,75,50,10
mlp_75_50_5,-0.4995548449622139,0.1504,-72.1017406718281,0.1285,Weak model,True,75,50,5
mlp_75_8_50,-0.43128995809940673,0.2327,-24.331742811667677,0.5995,Weak model,True,75,8,50
mlp_75_8_20,-0.43128995809940673,0.2327,-24.331742811667677,0.5995,Weak model,True,75,8,20
mlp_nogarch_3_20,-0.6249963237567319,0.0735,42.24643698177846,0.4118,Weak model,False,,3,20
rf_nofs_90_8_10,-0.11948543539932666,0.757,15.78547820866548,0.5723,Weak model,True,90,8,10
mlp_nogarch_5_5,-0.5728325169676484,0.1014,-20.835198148202352,0.6952,Weak model,False,,5,5
mlp_nogarch_8_20,-0.5597608485678929,0.1104,-18.219519032557137,0.7292,Weak model,False,,8,20
rf_50_5_10,-0.06126407733119843,0.8697,-21.226734003196725,0.3432,Weak model,True,50,5,10
rf_50_5_5,-0.3169474869614075,0.3445,-2.823981611349783,0.8992,Weak model,True,50,5,5
rf_nofs_50_8_5,-0.18437933148357732,0.6163,-19.441277788073204,0.4521,Weak model,True,50,8,5
rf_50_3_20,-0.272218092935648,0.4577,30.68011084825431,0.0938,Weak model,True,50,3,20
rf_50_3_10,-0.24927677572529439,0.4595,29.100614340357517,0.2271,Weak model,True,50,3,10
rf_nofs_50_8_10,-0.09136775719871504,0.8098,-6.739588571900779,0.7805,Weak model,True,50,8,10
